Site_Name,Phase,Activity Name,Equipment,Activity ID,Team,Employee,Planned Start,Planned Completion,Status,Actual Start Date,Completed Date,Percentage Complete,Task Duration,Float,Complexity
300 - hot area,08-TURNOVER,Drying,102-7101,102-7101-5331,Operations,Horen,3/7/2022,3/11/2022 18:30,Completed,2/25/2022 11:58,2/25/2022 11:58,,96,0,1
300 - hot area,08-TURNOVER,Inertization (nitrogen),102-7101,102-7101-5332,Operations,Horen,3/11/2022,3/13/2022 18:30,Completed,2/25/2022 12:01,2/25/2022 12:01,,48,0,1
400,03-DISASSEMBLY,gas check and work permit,093-6207,093-6207-8920,Operations,Pmicha,2/2/2022,2/2/2022 20:00,Completed,2/3/2022 15:49,2/3/2022 15:49,,1,974,1
400,03-DISASSEMBLY,Installing lights,093-6207,093-6207-8921,Electrical,Cyaron,2/3/2022,2/3/2022 11:30,Completed,2/7/2022 10:38,2/7/2022 10:38,100,5,399.5,1
300 - hot area,07-REASSEMBLY,"Manways seal tightness test, Drainage",093-5902,093-5902-5083,Operations,Gdenis,3/2/2022,3/2/2022 18:00,Completed,3/4/2022 14:04,3/4/2022 14:04,,2,327,1
300 - hot area,07-REASSEMBLY,removing spades / fig 8,111-8801B,111-8801B-7494,Mechanical,KHTARE,3/4/2022,3/4/2022 16:00,Start time failed,,,,4,105,1
300 - hot area,08-TURNOVER,flanges leak test,111-8801B,111-8801B-7495,Operations,Atzahi,3/15/2022,3/15/2022 10:00,Not started,,,,2,403,1
300 - hot area,08-TURNOVER,flanges leak test,113-6311,113-6311-8383,Operations,Gdenis,3/15/2022,3/15/2022 11:00,Not started,,,,3,208,1
300 - hot area,08-TURNOVER,Inertization (nitrogen),113-6311,113-6311-8385,Operations,Gdenis,3/15/2022,3/15/2022 19:00,Not started,,,,8,208,1
300 - hot area,08-TURNOVER,flanges leak test,113-5701,113-5701-14184,Operations,Atzahi,3/15/2022,3/15/2022 10:00,Not started,,,,2,378,1
300 - hot area,08-TURNOVER,Inertization (nitrogen),113-5701,113-5701-14186,Operations,Atzahi,3/15/2022,3/15/2022 18:00,Not started,,,,8,378,1
400,,IWR Pressure tests acceptance 111-6102,111-6102,3576833b-741f-4bd4-8d11-0e9615fbc5ae,Inspections,Hmoshe,2/7/2022,2/7/2022 12:29,Completed,2/15/2022 7:35,2/15/2022 7:36,,,,
400,,IWR Pressure tests acceptance 111-6107B,111-6107B,f8660378-0ba5-4267-8385-7e368cace911,Inspections,Hmoshe,2/6/2022,2/6/2022 15:59,Completed,2/11/2022 11:39,2/11/2022 11:39,,,,
180,01-PRE STO,Insulation disassembly,C180-F207A,C180-F207A-43869,Mechanical,Sboris,1/23/2022,1/23/2022 12:00,Completed,2/9/2022 16:32,2/9/2022 16:32,,4,521.5,1
180,02-SHUTDOWN,Liquid emptying,C180-F207A,C180-F207A-43873,Operations,Operatinspec1,2/7/2022,2/7/2022 9:00,Completed,2/11/2022 11:18,2/11/2022 11:18,,1,887.5,1
400,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,112-6001,112-6001-4013,Operations,Mroee,1/30/2022,1/31/2022 4:00,Completed,1/31/2022 14:26,2/3/2022 10:18,,6,800.5,1
400,02-SHUTDOWN,Steaming,112-6001,112-6001-4014,Operations,Mroee,1/31/2022,1/31/2022 16:00,Completed,2/3/2022 10:20,2/4/2022 10:43,,12,800.5,1
400,03-DISASSEMBLY,"Disassembly, draining & Cleaning instrumentation pipe",093-6207,093-6207-8922,Instrumentation,Buri,2/3/2022,2/3/2022 14:30,Completed,2/7/2022 11:48,2/13/2022 7:41,100,3,399.5,1
400,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,161-6201BLDAR,161-6201BLDAR-6819,Operations,Pmicha,1/30/2022,1/30/2022 16:00,Completed,1/31/2022 14:27,2/2/2022 10:45,,4,1061.5,1
400,02-SHUTDOWN,Gas check and work clearance,161-6201BLDAR,161-6201BLDAR-6820,Operations,Pmicha,1/30/2022,2/2/2022 5:00,Completed,2/3/2022 10:15,2/4/2022 9:30,,61,1061.5,1
300 - hot area,04-CLEANING,Cleaning the tube bundle at the washing station,111-6301,111-6301-7071,Mechanical,Aaviv,3/2/2022,3/2/2022 11:00,Completed,2/23/2022 9:07,3/2/2022 18:08,,3,0,1
300 - hot area,04-CLEANING,Cleanliness check,111-6301,111-6301-7072,Operations,Gdenis,3/2/2022,3/2/2022 12:00,Completed,3/2/2022 18:08,3/2/2022 18:08,,1,0,1
400,02-SHUTDOWN,Stopping of feed to section,111-6212A,111-6212A-9207,Operations,Pmicha,1/30/2022,1/30/2022 13:00,Completed,1/30/2022 14:43,1/30/2022 14:43,,5,1122.5,1
400,02-SHUTDOWN,Liquid emptying,111-6212A,111-6212A-9208,Operations,Pmicha,1/30/2022,1/30/2022 15:00,Completed,1/30/2022 14:41,1/30/2022 14:41,,2,1122.5,1
180,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,C180-F207A,C180-F207A-43875,Operations,Operatinspec1,2/7/2022,2/7/2022 10:00,Completed,2/11/2022 11:18,2/11/2022 11:18,,1,887.5,1
300 - hot area,08-TURNOVER,Final leak test,093-8511,093-8511-5685,Operations,Horen,3/15/2022,3/15/2022 12:00,Not started,,,,1,404,1
300 - hot area,08-TURNOVER,External Scaffold deconstruction,093-8511,093-8511-5687,Mechanical,AROJE,3/15/2022,3/15/2022 12:00,Not started,,,,0,172,1
400,01-PRE STO,Scaffolding erection time,140001908,140001908-4449,Mechanical,Barnon,1/23/2022,1/23/2022 12:00,Completed,2/10/2022 9:00,2/10/2022 9:00,,4,548.5,1
400,01-PRE STO,Scaffolding erection time,140001931,140001931-4454,Mechanical,Barnon,1/23/2022,1/23/2022 12:00,Completed,2/10/2022 9:00,2/10/2022 9:00,,4,548.5,1
300 - hot area,08-TURNOVER,Final leak test,102-7101,102-7101-5333,Operations,Horen,3/13/2022,3/14/2022 2:30,Completed,2/28/2022 15:37,2/28/2022 15:37,,8,516.5,1
300 - hot area,01-PRE STO,Temporary piping,102-7102,102-7102-5339,Operations,,1/23/2022,1/23/2022 11:00,Completed,1/17/2022 11:45,1/17/2022 11:45,,3,1293.5,1
400,04-CLEANING,Tank cleaning including instrumentation connections,093-6207,093-6207-8926,Mechanical,Tasaf,2/3/2022,2/4/2022 10:30,Completed,2/7/2022 18:47,2/7/2022 18:47,100,8,399.5,1
300 - hot area,08-TURNOVER,Inertization (nitrogen),111-8801B,111-8801B-7497,Operations,Atzahi,3/15/2022,3/15/2022 11:00,Not started,,,,1,403,1
300 - hot area,08-TURNOVER,Final leak test,111-8801B,111-8801B-7498,Operations,Atzahi,3/15/2022,3/15/2022 13:00,Not started,,,,2,403,1
300 - hot area,08-TURNOVER,Final leak test,113-6311,113-6311-8386,Operations,Gdenis,3/15/2022,3/16/2022 1:00,Not started,,,,6,208,1
300 - hot area,01-PRE STO,Temporary piping,113-6312 140001915 repair order,113-6312 140001915 repair order-8391,Operations,Gdenis,1/30/2022,1/30/2022 11:00,Completed,2/4/2022 9:37,2/4/2022 9:37,,3,1445,1
300 - hot area,08-TURNOVER,Final leak test,113-5701,113-5701-14187,Operations,Atzahi,3/15/2022,3/16/2022 0:00,Not started,,,,6,378,1
300 - hot area,08-TURNOVER,Scaffold deconstruction,113-5701,113-5701-14189,Mechanical,KHTARE,3/16/2022,3/16/2022 8:30,Not started,,,,2,163.5,1
300 - hot area,07-REASSEMBLY,Removing spades,093-5902,093-5902-5084,Mechanical,Dmichael,3/2/2022,3/3/2022 14:00,Start time failed,,,,8,131,1
300 - hot area,08-TURNOVER,Flange leak test,093-5902,093-5902-5085,Operations,Gdenis,3/15/2022,3/15/2022 12:00,Not started,,,,4,121,1
180,03-DISASSEMBLY,Opening a filter lid and cleaning the elements with nitrogen / water,C180-F207A,C180-F207A-43880,Mechanical,Sboris,2/13/2022,2/13/2022 17:00,Completed,2/9/2022 16:32,2/9/2022 16:32,,9,317.5,1
400,,IWR Non destruction test 111-6112B,111-6112B,29c2e142-3621-4b2e-9a1c-dbe55414c2cf,Inspections,Hmoshe,2/2/2022,2/2/2022 12:29,Completed,2/9/2022 17:18,2/9/2022 17:18,,,,
400,,IWR Visual test 111-6112A,111-6112A,a5bc925f-24aa-4c1e-86be-89a99eed2cdd,Inspections,Hmoshe,2/2/2022,2/2/2022 11:29,Completed,2/9/2022 17:12,2/9/2022 17:12,,,,
400,02-SHUTDOWN,equipment cooling after steaming,112-6001,112-6001-4015,Operations,Mroee,1/31/2022,1/31/2022 22:00,Completed,2/4/2022 10:45,2/4/2022 13:36,,6,800.5,1
400,02-SHUTDOWN,Check of gas freeing efficiency,112-6001,112-6001-4016,Operations,Mroee,1/31/2022,2/4/2022 6:00,Completed,2/4/2022 13:38,2/6/2022 12:13,,80,800.5,1
300 - hot area,04-CLEANING,Installing transformer / lights,111-6301,111-6301-7073,Electrical,Cyaron,3/2/2022,3/2/2022 14:00,Completed,3/2/2022 18:08,3/2/2022 18:08,,2,0,1
300 - hot area,04-CLEANING,Cleaning covers,111-6301,111-6301-7074,Mechanical,Aaviv,3/2/2022,3/2/2022 16:00,Completed,3/2/2022 18:08,3/2/2022 18:08,,2,0,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,113-6312 140001915 repair order,113-6312 140001915 repair order-8392,Operations,Gdenis,2/6/2022,2/6/2022 12:00,Completed,2/4/2022 11:03,2/4/2022 11:03,,4,1112,1
400,03-DISASSEMBLY,Component / valve / connector disassembly,161-6201BLDAR,161-6201BLDAR-6823,Mechanical,Nsamoel,2/2/2022,2/2/2022 11:00,Completed,2/4/2022 12:42,2/4/2022 12:42,,3,434,1
400,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,161-6201BLDAR,161-6201BLDAR-6824,Mechanical,Nsamoel,2/2/2022,2/2/2022 16:30,Completed,2/4/2022 12:42,2/4/2022 12:42,,6,434,1
180,07-REASSEMBLY,"Inserting a filter element back, replacing the gasket and closing back the lid",C180-F207A,C180-F207A-43882,Mechanical,Sboris,2/13/2022,2/14/2022 14:00,Completed,2/9/2022 16:31,2/9/2022 16:31,,9,317.5,1
400,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,FV-6125LDAR,FV-6125LDAR-6918,Operations,Mroee,1/30/2022,1/30/2022 11:00,Completed,1/31/2022 14:25,2/3/2022 10:18,,2,1061.5,1
400,02-SHUTDOWN,Gas check and work clearance,FV-6125LDAR,FV-6125LDAR-6919,Operations,Mroee,1/30/2022,2/2/2022 5:00,Completed,2/3/2022 10:19,2/6/2022 18:15,,66,1061.5,1
400,02-SHUTDOWN,Check of gas freeing efficiency,111-6212A,111-6212A-9213,Operations,Pmicha,1/30/2022,2/2/2022 6:00,Completed,2/1/2022 15:37,2/1/2022 15:38,,63,1060.5,1
400,03-DISASSEMBLY,installing spades / fig 8,111-6212A,111-6212A-9216,Mechanical,KHTARE,2/4/2022,2/4/2022 11:00,Completed,2/3/2022 15:45,2/3/2022 15:45,100,3,378.5,1
300 - hot area,05-INSPECTIONS,Non destructive testing,093-8511,093-8511-5674,Inspections,Drami,3/2/2022,3/2/2022 15:00,Completed,3/5/2022 11:26,3/5/2022 11:26,,5,297,1
300 - hot area,05-INSPECTIONS,Non destructive testing,102-8501,102-8501-5744,Inspections,Drami,3/3/2022,3/4/2022 8:00,Completed,3/3/2022 9:59,3/3/2022 9:59,,2,0,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,102-7102,102-7102-5340,Operations,,1/16/2022,1/16/2022 9:00,Completed,1/20/2022 8:17,1/23/2022 10:44,,1,1532.5,1
300 - hot area,02-SHUTDOWN,Liquid emptying,102-7102,102-7102-5341,Operations,,1/16/2022,1/16/2022 21:00,Completed,1/23/2022 10:44,1/23/2022 10:44,,12,1532.5,1
400,03-DISASSEMBLY,Insulation removal time,140001931,140001931-4455,Mechanical,Barnon,2/6/2022,2/6/2022 14:00,Completed,2/10/2022 9:00,2/10/2022 9:00,,6,393.5,1
400,03-DISASSEMBLY,Treatment,140001931,140001931-4456,Mechanical,Barnon,2/6/2022,2/6/2022 17:00,Completed,2/10/2022 9:16,2/10/2022 9:16,,3,393.5,1
400,05-INSPECTIONS,Visual examination,093-6207,093-6207-8929,Inspections,Ggadi,2/4/2022,2/4/2022 11:00,Completed,2/9/2022 12:17,2/9/2022 12:17,100,1,399.5,1
400,07-REASSEMBLY,Cleanliness check & closing vessel approval,093-6207,093-6207-8933,Operations,Pmicha,2/4/2022,2/4/2022 13:00,Completed,2/11/2022 12:58,2/11/2022 12:58,,2,963.5,1
300 - hot area,08-TURNOVER,Scaffold deconstruction,111-8801B,111-8801B-7500,Mechanical,KHTARE,3/15/2022,3/15/2022 13:00,Not started,,,,0,171,1
300 - hot area,01-PRE STO,Scaffold Construction,112-8801,112-8801-8427,Mechanical,KHTARE,1/30/2022,1/30/2022 11:00,Completed,1/31/2022 16:00,2/1/2022 15:44,100,3,613,1
300 - hot area,02-SHUTDOWN,Liquid emptying,113-6312 140001915 repair order,113-6312 140001915 repair order-8393,Operations,Gdenis,2/6/2022,2/6/2022 16:00,Completed,2/4/2022 11:34,2/4/2022 11:34,,4,1112,1
300 - hot area,01-PRE STO,Temporary piping,111-5901,111-5901-6946,Operations,Gdenis,1/30/2022,1/30/2022 11:00,Completed,2/4/2022 9:36,2/4/2022 9:36,,3,1445,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,111-5901,111-5901-6947,Operations,Gdenis,2/6/2022,2/6/2022 12:00,Completed,2/6/2022 13:53,2/6/2022 13:53,,4,1210,1
300 - hot area,08-TURNOVER,Drying,093-5902,093-5902-5086,Operations,Gdenis,3/15/2022,3/17/2022 12:00,Not started,,,,48,121,1
300 - hot area,08-TURNOVER,Inertization (nitrogen),093-5902,093-5902-5087,Operations,Gdenis,3/17/2022,3/19/2022 12:00,Not started,,,,48,121,1
400,,IWR Visual test 111-6112B,111-6112B,98db550a-df6a-4743-9e6b-0e2b2fcf62a7,Inspections,Hmoshe,2/2/2022,2/2/2022 11:29,Completed,2/9/2022 10:47,2/9/2022 10:47,,,,
400,,IWR Non destruction test 111-6205,111-6205,5eadf360-71b1-405f-8881-2f936843399b,Inspections,Hmoshe,2/2/2022,2/2/2022 10:29,Completed,2/10/2022 8:02,2/10/2022 8:02,,,,
300 - hot area,04-CLEANING,Cleaning shell,111-6301,111-6301-7075,Mechanical,Aaviv,3/2/2022,3/3/2022 7:00,Completed,3/2/2022 18:08,3/2/2022 18:08,,3,0,1
300 - hot area,04-CLEANING,Installing transformer / lights,111-5602A,111-5602A-6851,Electrical,Cyaron,2/18/2022,2/18/2022 8:30,Completed,2/20/2022 19:03,2/20/2022 19:03,,2,379,1
400,03-DISASSEMBLY,installing spades / fig 8,112-6001,112-6001-4018,Mechanical,KHTARE,2/13/2022,2/13/2022 11:30,Completed,2/14/2022 7:47,2/14/2022 7:47,,5,260,1
400,03-DISASSEMBLY,heat exchangers covers Desmantelling,112-6001,112-6001-4019,Mechanical,KHTARE,2/13/2022,2/13/2022 16:30,Completed,2/14/2022 7:48,2/14/2022 7:48,,5,260,1
300 - hot area,02-SHUTDOWN,gas depressurise to flare,113-6312 140001915 repair order,113-6312 140001915 repair order-8394,Operations,Gdenis,2/6/2022,2/6/2022 21:00,Completed,2/6/2022 13:53,2/6/2022 13:53,,5,1112,1
400,08-TURNOVER,Inerting (nitrogen),161-6201BLDAR,161-6201BLDAR-6828,Operations,Pmicha,3/15/2022,3/15/2022 20:00,Not started,,,,12,154.5,1
400,08-TURNOVER,Leak test,161-6201BLDAR,161-6201BLDAR-6829,Operations,Pmicha,3/15/2022,3/15/2022 23:00,Not started,,,,3,0,1
180,07-REASSEMBLY,Insulation assembly,C180-F207A,C180-F207A-43883,Mechanical,Sboris,2/14/2022,2/14/2022 18:00,Completed,2/9/2022 16:31,2/9/2022 16:31,,4,317.5,1
180,08-TURNOVER,Drying,C180-F207A,C180-F207A-43885,Operations,Operatinspec1,3/15/2022,3/15/2022 9:00,Not started,,,,1,487,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,102-8501,102-8501-5727,Operations,Horen,2/6/2022,2/6/2022 11:00,Completed,2/6/2022 13:52,2/6/2022 13:52,,3,1087.5,1
300 - hot area,02-SHUTDOWN,Liquid emptying,102-8501,102-8501-5728,Operations,Horen,2/16/2022,2/16/2022 23:00,Completed,2/10/2022 10:39,2/10/2022 10:39,,12,847.5,1
400,03-DISASSEMBLY,heat exchangers covers Desmantelling,111-6212A,111-6212A-9217,Mechanical,KHTARE,2/4/2022,2/4/2022 14:00,Completed,2/4/2022 10:13,2/6/2022 15:04,100,3,378.5,1
400,03-DISASSEMBLY,tube bundle extraction,111-6212A,111-6212A-9218,Mechanical,KHTARE,2/4/2022,2/6/2022 9:00,Completed,2/6/2022 15:11,2/6/2022 15:34,100,5,378.5,1
400,07-REASSEMBLY,Uninstalling lights,093-6207,093-6207-8934,Electrical,Cyaron,2/4/2022,2/6/2022 8:00,Completed,2/11/2022 14:14,2/11/2022 14:14,,5,399.5,1
400,07-REASSEMBLY,Instrumentation pipe assembly,093-6207,093-6207-8935,Instrumentation,Buri,2/6/2022,2/6/2022 11:00,Completed,2/13/2022 7:37,2/13/2022 13:25,100,3,399.5,1
300 - hot area,02-SHUTDOWN,gas depressurise to flare,102-7102,102-7102-5342,Operations,,1/16/2022,1/17/2022 9:00,Completed,1/23/2022 10:44,1/23/2022 10:44,,12,1532.5,1
300 - hot area,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,102-7102,102-7102-5343,Operations,,1/17/2022,1/20/2022 9:00,Completed,1/23/2022 10:44,1/23/2022 10:44,,72,1532.5,1
400,07-REASSEMBLY,Insulation assembly time,140001931,140001931-4457,Mechanical,Barnon,3/15/2022,3/15/2022 18:00,Not started,,,,10,0,1
400,03-DISASSEMBLY,Insulation removal time,140002004,140002004-4460,Mechanical,Barnon,2/6/2022,2/6/2022 10:00,Completed,2/10/2022 9:00,2/10/2022 9:00,,2,404.5,1
300 - hot area,01-PRE STO,Temporary piping,112-8801,112-8801-8428,Operations,Atzahi,1/30/2022,1/30/2022 11:00,Completed,2/4/2022 9:37,2/4/2022 9:37,,3,1445,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,112-8801,112-8801-8429,Operations,Atzahi,2/6/2022,2/6/2022 11:00,Completed,2/6/2022 13:54,2/6/2022 13:54,,3,1085.5,1
300 - hot area,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,113-6312 140001915 repair order,113-6312 140001915 repair order-8395,Operations,Gdenis,2/6/2022,2/7/2022 0:00,Completed,2/10/2022 10:53,2/10/2022 12:07,,3,1112,1
300 - hot area,02-SHUTDOWN,Liquid emptying,111-5901,111-5901-6948,Operations,Gdenis,2/6/2022,2/6/2022 18:00,Completed,2/7/2022 11:50,2/7/2022 11:50,,6,1210,1
300 - hot area,02-SHUTDOWN,gas depressurise to flare,111-5901,111-5901-6949,Operations,Gdenis,2/6/2022,2/6/2022 21:00,Completed,2/7/2022 14:45,2/7/2022 14:45,,3,1210,1
300 - hot area,04-CLEANING,Cleaning covers,111-5602A,111-5602A-6852,Mechanical,heatexInspec,2/28/2022,2/28/2022 10:00,Completed,2/28/2022 14:31,2/28/2022 14:31,,2,124,1
300 - hot area,04-CLEANING,Cleaning shell,111-5602A,111-5602A-6853,Mechanical,heatexInspec,2/28/2022,2/28/2022 12:00,Completed,2/28/2022 14:31,2/28/2022 14:31,,2,124,1
300 - hot area,08-TURNOVER,Final leak test,093-5902,093-5902-5088,Operations,Gdenis,3/19/2022,3/19/2022 16:00,Not started,,,,4,121,1
300 - hot area,08-TURNOVER,External Scaffold deconstruction,093-5902,093-5902-5090,Mechanical,Dmichael,3/19/2022,3/19/2022 16:00,Not started,,,,0,58.5,1
400,,IWR Visual test 111-6205,111-6205,e3c6b1f4-9b70-41d7-8e76-28b15ea8f02e,Inspections,Hmoshe,2/2/2022,2/2/2022 9:29,Completed,2/2/2022 13:50,2/2/2022 13:50,,,,
400,,IWR Non destruction test 111-6205,111-6205,20a1e8b3-17d2-4530-b84b-9b2a2d30b296,Inspections,Hmoshe,2/2/2022,2/2/2022 10:29,Completed,2/2/2022 14:03,2/2/2022 14:03,,,,
300 - hot area,02-SHUTDOWN,Check of gas freeing efficiency,102-8501,102-8501-5733,Operations,Horen,2/16/2022,2/17/2022 1:00,Completed,2/13/2022 8:50,2/24/2022 13:59,,2,0,1
400,04-CLEANING,Transporting the tube bundle back and forth to the washing station,111-6212A,111-6212A-9220,Mechanical,KHTARE,2/6/2022,2/6/2022 11:00,Completed,2/6/2022 15:37,2/7/2022 10:39,100,2,378.5,1
180,08-TURNOVER,Gross leak testing,C180-F207A,C180-F207A-43887,Operations,Operatinspec1,3/15/2022,3/15/2022 10:00,Not started,,,,1,487,1
180,01-PRE STO,Insulation disassembly,C180-F207B,C180-F207B-43893,Mechanical,Sboris,1/23/2022,1/23/2022 12:00,Completed,2/9/2022 16:33,2/9/2022 16:33,,4,510.5,1
300 - hot area,03-DISASSEMBLY,"Disassembly, draining & Cleaning instrumentation pipe",102-7102,102-7102-5351,Instrumentation,Peyuri,1/24/2022,1/24/2022 16:00,Completed,2/2/2022 15:29,2/2/2022 15:31,100,3,666,1
400,04-CLEANING,Cleaning the tube bundle on site,112-6001,112-6001-4022,Mechanical,KHTARE,2/13/2022,2/14/2022 11:30,Completed,2/14/2022 7:48,2/14/2022 7:48,,7,260,1
400,04-CLEANING,Cleanliness check,112-6001,112-6001-4024,Operations,Mroee,2/14/2022,2/14/2022 12:30,Completed,2/14/2022 7:48,2/14/2022 7:48,,1,602,1
400,03-DISASSEMBLY,Component / valve / connector disassembly,FV-6125LDAR,FV-6125LDAR-6922,Mechanical,Nsamoel,2/2/2022,2/2/2022 11:00,Completed,2/11/2022 10:24,2/11/2022 10:24,,3,435,1
400,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,FV-6125LDAR,FV-6125LDAR-6923,Mechanical,Nsamoel,2/2/2022,2/2/2022 16:30,Completed,2/11/2022 10:24,2/11/2022 10:24,,6,435,1
400,01-PRE STO,Scaffold Construction,161-6503ALDAR,161-6503ALDAR-6835,Mechanical,Nsamoel,1/23/2022,1/23/2022 11:00,Completed,2/4/2022 14:00,2/4/2022 14:00,,3,549.5,1
400,02-SHUTDOWN,Stopping of feed to the section,161-6503ALDAR,161-6503ALDAR-6836,Operations,Pmicha,1/30/2022,1/30/2022 10:00,Completed,1/30/2022 14:45,1/30/2022 14:45,,2,1085.5,1
300 - hot area,02-SHUTDOWN,Steaming,113-6312 140001915 repair order,113-6312 140001915 repair order-8396,Operations,Gdenis,2/7/2022,2/8/2022 0:00,Completed,2/13/2022 8:50,2/16/2022 6:51,,24,1133,1
300 - hot area,01-PRE STO,External Scaffold Construction,093-6301,093-6301-5092,Mechanical,Dmichael,1/30/2022,1/31/2022 12:00,Completed,1/18/2022 15:28,1/30/2022 11:38,100,16,534.5,1
300 - hot area,03-DISASSEMBLY,installing spades / fig 8 & openinig manways,102-8501,102-8501-5734,Mechanical,AROJE,2/16/2022,2/17/2022 10:30,Completed,2/27/2022 14:49,2/27/2022 14:49,,10,0,1
400,07-REASSEMBLY,Closing manways / Drainage,093-6207,093-6207-8936,Mechanical,Tasaf,2/6/2022,2/6/2022 15:00,Completed,2/14/2022 5:59,2/14/2022 5:59,100,4,399.5,1
400,07-REASSEMBLY,Removing spades,093-6207,093-6207-8938,Mechanical,Tasaf,2/6/2022,2/7/2022 7:00,Completed,2/14/2022 13:31,2/14/2022 13:31,,4,399.5,1
300 - hot area,04-CLEANING,Preparations for magnetic testing / brushing,102-7102,102-7102-5355,Mechanical,Tasaf,1/27/2022,1/30/2022 13:00,Completed,1/30/2022 8:09,1/30/2022 13:02,,24,445.5,1
300 - hot area,04-CLEANING,welding brushing,111-5602A,111-5602A-6854,Mechanical,heatexInspec,2/28/2022,2/28/2022 16:00,Completed,2/28/2022 14:31,2/28/2022 14:31,,4,124,1
300 - hot area,05-INSPECTIONS,Visual test,111-5602A,111-5602A-6855,Inspections,Hmoshe,3/2/2022,3/2/2022 18:00,Completed,3/1/2022 7:24,3/1/2022 7:24,100,2,0,1
400,03-DISASSEMBLY,Treatment,140002004,140002004-4461,Mechanical,Barnon,2/6/2022,2/6/2022 13:00,Completed,2/10/2022 9:17,2/13/2022 9:51,,3,404.5,1
400,07-REASSEMBLY,Insulation assembly time,140002004,140002004-4462,Mechanical,Barnon,3/15/2022,3/15/2022 11:00,Not started,,,,3,6,1
300 - hot area,02-SHUTDOWN,Liquid emptying,112-8801,112-8801-8430,Operations,Atzahi,2/6/2022,2/6/2022 14:00,Completed,2/10/2022 10:40,2/10/2022 10:40,,3,1085.5,1
300 - hot area,02-SHUTDOWN,gas depressurise to flare,112-8801,112-8801-8431,Operations,Atzahi,2/15/2022,2/15/2022 15:00,Completed,2/10/2022 10:40,2/10/2022 10:40,,1,869.5,1
300 - hot area,02-SHUTDOWN,equipment cooling after steaming,113-6312 140001915 repair order,113-6312 140001915 repair order-8397,Operations,Gdenis,2/8/2022,2/8/2022 8:00,Completed,2/16/2022 7:05,2/16/2022 7:05,,8,1133,1
300 - hot area,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,111-5901,111-5901-6950,Operations,Gdenis,2/6/2022,2/7/2022 1:00,Completed,2/10/2022 10:53,2/10/2022 12:06,,4,1210,1
300 - hot area,02-SHUTDOWN,Steaming,111-5901,111-5901-6951,Operations,Gdenis,2/7/2022,2/8/2022 1:00,Completed,2/13/2022 8:50,2/15/2022 16:41,,24,1226,1
180,02-SHUTDOWN,Liquid emptying,C180-F207B,C180-F207B-43897,Operations,Operatinspec1,2/7/2022,2/7/2022 9:00,Completed,2/11/2022 10:47,2/11/2022 10:47,,1,864.5,1
180,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,C180-F207B,C180-F207B-43899,Operations,Operatinspec1,2/7/2022,2/7/2022 10:00,Completed,2/11/2022 10:47,2/11/2022 10:47,,1,864.5,1
400,,IWR Visual test 111-6205,111-6205,663d380f-cf4a-480d-82f1-a716db46dd4e,Inspections,Hmoshe,2/2/2022,2/2/2022 9:29,Completed,2/6/2022 12:12,2/6/2022 12:12,,,,
400,,IWR Visual test 111-6212A,111-6212A,625774c1-8305-41dd-895e-43679fb7db32,Inspections,Hmoshe,2/7/2022,2/7/2022 10:59,Completed,2/9/2022 7:45,2/9/2022 7:45,,,,
300 - hot area,03-DISASSEMBLY,Ventilation / preparations for passing the vessel over,102-8501,102-8501-5735,Operations,Horen,2/28/2022,2/28/2022 18:00,Completed,2/28/2022 15:37,2/28/2022 15:37,,10,-82.5,1
